Table_Ref,CollectionYearRange,Parent_Org_Name,Parent_Org_ONS_Code,Org_Name,Org_ONS_Code,Child_Age_RiskGroup,Unit,Indicator,Value
13a_13b,2018-19,South East,E12000008,Oxfordshire,E10000025,All 3 year olds,%,Influenza (seasonal flu),55.89836660617060
13a_13b,2018-19,South East,E12000008,Portsmouth,E06000044,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),62.03703703703700
13a_13b,2018-19,South East,E12000008,Portsmouth,E06000044,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),53.86984982672310
13a_13b,2018-19,South East,E12000008,Portsmouth,E06000044,All 3 year olds,%,Influenza (seasonal flu),54.19593345656190
13a_13b,2018-19,South East,E12000008,Reading,E06000038,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),69.56521739130430
13a_13b,2018-19,South East,E12000008,Reading,E06000038,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),48.07383627608350
13a_13b,2018-19,South East,E12000008,Reading,E06000038,All 3 year olds,%,Influenza (seasonal flu),48.65286997266690
13a_13b,2018-19,South East,E12000008,Slough,E06000039,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),43.85964912280700
13a_13b,2018-19,South East,E12000008,Slough,E06000039,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),37.77688280306080
13a_13b,2018-19,South East,E12000008,Slough,E06000039,All 3 year olds,%,Influenza (seasonal flu),37.91338582677170
13a_13b,2018-19,South East,E12000008,Southampton,E06000045,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),53.84615384615380
13a_13b,2018-19,South East,E12000008,Southampton,E06000045,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),45.91513616212790
13a_13b,2018-19,South East,E12000008,Southampton,E06000045,All 3 year olds,%,Influenza (seasonal flu),46.16799509503370
13a_13b,2018-19,South East,E12000008,Surrey,E10000030,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),60.81730769230770
13a_13b,2018-19,South East,E12000008,Surrey,E10000030,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),48.27561117578580
13a_13b,2018-19,South East,E12000008,Surrey,E10000030,All 3 year olds,%,Influenza (seasonal flu),48.64406779661020
13a_13b,2018-19,South East,E12000008,West Berkshire,E06000037,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),68.29268292682930
13a_13b,2018-19,South East,E12000008,West Berkshire,E06000037,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),65.22255192878340
13a_13b,2018-19,South East,E12000008,West Berkshire,E06000037,All 3 year olds,%,Influenza (seasonal flu),65.29548088064890
13a_13b,2018-19,South East,E12000008,West Sussex,E10000032,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),59.36599423631120
13a_13b,2018-19,South East,E12000008,West Sussex,E10000032,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),49.24318869828460
13a_13b,2018-19,South East,E12000008,West Sussex,E10000032,All 3 year olds,%,Influenza (seasonal flu),49.62227498381180
13a_13b,2018-19,South East,E12000008,Windsor and Maidenhead,E06000040,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),63.26530612244900
13a_13b,2018-19,South East,E12000008,Windsor and Maidenhead,E06000040,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),52.96829971181560
13a_13b,2018-19,South East,E12000008,Windsor and Maidenhead,E06000040,All 3 year olds,%,Influenza (seasonal flu),53.25112107623320
13a_13b,2018-19,South East,E12000008,Wokingham,E06000041,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),62.50000000000000
13a_13b,2018-19,South East,E12000008,Wokingham,E06000041,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),62.22723852520690
13a_13b,2018-19,South East,E12000008,Wokingham,E06000041,All 3 year olds,%,Influenza (seasonal flu),62.23520818115410
13a_13b,2018-19,South West,E12000009,South West,E12000009,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),66.74550614947970
13a_13b,2018-19,South West,E12000009,South West,E12000009,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),56.30791815762910
13a_13b,2018-19,South West,E12000009,South West,E12000009,All 3 year olds,%,Influenza (seasonal flu),56.69769824586200
13a_13b,2018-19,South West,E12000009,Bath and North East Somerset,E06000022,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),74.57627118644070
13a_13b,2018-19,South West,E12000009,Bath and North East Somerset,E06000022,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),56.74830640958830
13a_13b,2018-19,South West,E12000009,Bath and North East Somerset,E06000022,All 3 year olds,%,Influenza (seasonal flu),57.28008088978770
13a_13b,2018-19,South West,E12000009,Bournemouth,E06000028,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),56.57894736842100
13a_13b,2018-19,South West,E12000009,Bournemouth,E06000028,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),48.40764331210190
13a_13b,2018-19,South West,E12000009,Bournemouth,E06000028,All 3 year olds,%,Influenza (seasonal flu),48.70099196976850
13a_13b,2018-19,South West,E12000009,Bristol,E06000023,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),62.98076923076920
13a_13b,2018-19,South West,E12000009,Bristol,E06000023,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),53.73665480427050
13a_13b,2018-19,South West,E12000009,Bristol,E06000023,All 3 year olds,%,Influenza (seasonal flu),54.06657515442690
13a_13b,2018-19,South West,E12000009,Cornwall (inc. Isles of Scilly),E06000052,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),61.97183098591550
13a_13b,2018-19,South West,E12000009,Cornwall (inc. Isles of Scilly),E06000052,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),49.70560892469790
13a_13b,2018-19,South West,E12000009,Cornwall (inc. Isles of Scilly),E06000052,All 3 year olds,%,Influenza (seasonal flu),50.22261798753340
13a_13b,2018-19,South West,E12000009,Devon,E10000008,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),72.28915662650600
13a_13b,2018-19,South West,E12000009,Devon,E10000008,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),63.08843537414970
13a_13b,2018-19,South West,E12000009,Devon,E10000008,All 3 year olds,%,Influenza (seasonal flu),63.48607133558970
13a_13b,2018-19,South West,E12000009,Dorset,E10000009,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),62.50000000000000
13a_13b,2018-19,South West,E12000009,Dorset,E10000009,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),57.15537383177570
13a_13b,2018-19,South West,E12000009,Dorset,E10000009,All 3 year olds,%,Influenza (seasonal flu),57.33634311512420
13a_13b,2018-19,South West,E12000009,Gloucestershire,E10000013,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),66.81222707423580
13a_13b,2018-19,South West,E12000009,Gloucestershire,E10000013,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),58.28108273436310
13a_13b,2018-19,South West,E12000009,Gloucestershire,E10000013,All 3 year olds,%,Influenza (seasonal flu),58.56973995271870
13a_13b,2018-19,South West,E12000009,North Somerset,E06000024,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),82.95454545454550
13a_13b,2018-19,South West,E12000009,North Somerset,E06000024,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),63.02521008403360
13a_13b,2018-19,South West,E12000009,North Somerset,E06000024,All 3 year olds,%,Influenza (seasonal flu),63.77181779480630
13a_13b,2018-19,South West,E12000009,Plymouth,E06000026,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),60.00000000000000
13a_13b,2018-19,South West,E12000009,Plymouth,E06000026,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),52.19970341077610
13a_13b,2018-19,South West,E12000009,Plymouth,E06000026,All 3 year olds,%,Influenza (seasonal flu),52.49643366619120
13a_13b,2018-19,South West,E12000009,Poole,E06000029,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),66.21621621621620
13a_13b,2018-19,South West,E12000009,Poole,E06000029,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),54.22343324250680
13a_13b,2018-19,South West,E12000009,Poole,E06000029,All 3 year olds,%,Influenza (seasonal flu),54.68831849135670
13a_13b,2018-19,South West,E12000009,Somerset,E10000027,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),67.09401709401710
13a_13b,2018-19,South West,E12000009,Somerset,E10000027,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),54.29068755439510
13a_13b,2018-19,South West,E12000009,Somerset,E10000027,All 3 year olds,%,Influenza (seasonal flu),54.79177119919720
13a_13b,2018-19,South West,E12000009,South Gloucestershire,E06000025,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),71.92982456140350
13a_13b,2018-19,South West,E12000009,South Gloucestershire,E06000025,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),65.42115262824570
13a_13b,2018-19,South West,E12000009,South Gloucestershire,E06000025,All 3 year olds,%,Influenza (seasonal flu),65.64792176039120
13a_13b,2018-19,South West,E12000009,Swindon,E06000030,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),57.26495726495730
13a_13b,2018-19,South West,E12000009,Swindon,E06000030,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),46.54939106901220
13a_13b,2018-19,South West,E12000009,Swindon,E06000030,All 3 year olds,%,Influenza (seasonal flu),46.95737064757570
13a_13b,2018-19,South West,E12000009,Torbay,E06000027,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),63.29113924050630
13a_13b,2018-19,South West,E12000009,Torbay,E06000027,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),56.31216526396330
13a_13b,2018-19,South West,E12000009,Torbay,E06000027,All 3 year olds,%,Influenza (seasonal flu),56.70995670995670
13a_13b,2018-19,South West,E12000009,Wiltshire,E06000054,Aged 3 and IN a clinical risk group,%,Influenza (seasonal flu),68.51851851851850
13a_13b,2018-19,South West,E12000009,Wiltshire,E06000054,Aged 3 and NOT IN a clinical risk group,%,Influenza (seasonal flu),55.12770137524560
13a_13b,2018-19,South West,E12000009,Wiltshire,E06000054,All 3 year olds,%,Influenza (seasonal flu),55.54074638233050
